treatment,replicate,obs,time,elapsed,date,hhmmss,averaging,TIME,E,CO2_r,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,?Vc,Edyn,Hr,Hs,dHs/dt,?Vh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,?CO2,CO2_s_d,CO2_r_d,?H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,Tled,Pc,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,?CO2:MN,?CO2:SLP,?CO2:SD,?CO2:OK,?H2O:MN,?H2O:SLP,?H2O:SD,?H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
soil,16,2938,1677606963,11691.9,20230228 11:56:02,11:56:02,5,1677606960,0.002422784,1097.844,2.422784449,16.63955347,1066.193,870.8260966,86.35998783,105.7345604,0.158879136,3.461854702,0.154936646,0.097181472,238.0508036,27.29954361,24.97777,3.1754659,52.26825091,1.662542586,3.180788637,1.512923314,-106.8447942,5.242591496,323.3551084,459.8037093,29.09513234,2.410979578,16.63955347,1115.653567,1088.491515,1.662145455,92.96,2.422784449,14.39500213,16.76963152,0.000961939,100.24,0,0,1,0,52735.73407,1500.004,1264.50344,0.843000045,0.158700113,6,0.5,0: Broadleaf,2,TRUE,1677606960,1066.193,1097.844,16.76454,14.39508,1062.865,16.40725,600.2787,99.07019,0.09999813,25.00586,24.97777,999.9,0,0,9999.936,479.9102,426.2678,-31.65134,1084.371,1113.879,2.369452,1097.844,14.39508,1.660866,1.426124,14.5354,12.19829,1500.004,0.8999985,0.1000015,32,29958.15,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-31.67594,-0.171739587,0.185200098,0,2.35909125,-0.017712608,0.021892578,1,1,2,2-Jan,3.20651,2.7354,0.189643,0.19251,0.0854292,0.0762282,26042.1,20540.9,30581.7,27478.8,37917.3,38683.4,46299.1,47088.5,2.1433,1.62385,-0.000167638,0,24.973,999.9,44.1,32,21.2589,63.083,26.2861,1,0.234718,2.14936,20.1751,5.2411,11.9081,5.01055,3.29488,1653.1,9299.2,6517,999.9,1.86575,1.86342,1.86673,1.8662,1.86013,1.8631,1.86215,1.86707,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.33,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,198.6,198.6,2.35718,2.45972,1.65283,2.28638,1.55029,2.36084,36.3635,23.9474,19,633.387,346.634,22.5168,30.5177,30,30.7976,30.9099,47.1301,36.1269,0,22.5113,1113.39,14.447,106.713,99.0202
soil,16,2939,1677606966,11694.9,20230228 11:56:05,11:56:05,5,1677606963,0.002418972,1102.9,2.418971707,16.93588981,1071.047,872.471266,86.52230326,106.2149058,0.15878154,3.464112497,0.154846325,0.097124393,238.050225,27.29799632,24.97246,3.17446059,52.28716868,1.663048146,3.180604703,1.511412444,-106.6766523,6.056537065,323.4015605,460.8316703,29.28151176,2.415181006,16.93588981,1120.835541,1093.453212,1.649255411,92.96,2.418971707,14.39642849,16.77169394,0.00029898,100.24,0,0,1,0,52784.59627,1500,1264.50009,0.84300006,0.15870015,6,0.5,0: Broadleaf,2,TRUE,1677606963,1071.047,1102.9,16.7698,14.39626,1067.718,16.41252,600.2879,99.06919,0.10003956,25.00489,24.97246,999.9,0,0,10009.669,479.8995,426.2685,-31.852,1089.315,1119.007,2.37354,1102.9,14.39626,1.661373,1.426227,14.54012,12.19938,1500,0.899998,0.100002,32,29958.1,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-31.7425325,-0.205797749,0.18647555,0,2.3559775,0.134966904,0.015398685,1,1,2,2-Jan,3.20652,2.73536,0.190191,0.193053,0.0854341,0.0762293,26024.5,20526.8,30581.7,27478.5,37917.1,38683,46299.1,47088.1,2.14325,1.6238,0.000391155,0,24.973,999.9,44.1,32,21.2554,62.993,27.0353,1,0.234746,2.15495,20.175,5.24065,11.9081,5.01055,3.29488,1653.3,9300.5,6517,999.9,1.86575,1.86344,1.86672,1.86619,1.86014,1.8631,1.86216,1.86707,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.33,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,198.6,198.6,2.36572,2.45361,1.65283,2.28638,1.55029,2.49146,36.3635,23.9562,19,633.347,346.605,22.5129,30.5177,30.0002,30.7976,30.9099,47.3056,36.1269,0,22.5113,1118.4,14.4578,106.713,99.0191
soil,16,2940,1677606969,11697.9,20230228 11:56:08,11:56:08,5,1677606966,0.002415208,1107.882,2.415207917,17.03487244,1075.911,875.7795329,86.8508876,106.6978866,0.158395375,3.467186211,0.154482403,0.096895016,238.0497039,27.29604225,24.97956,3.175804852,52.29436368,1.663191715,3.180441635,1.512613137,-106.5106691,4.574004415,323.3081251,459.4211643,29.38771156,2.416094891,17.03487244,1125.817778,1098.369091,1.643863203,92.96,2.415207917,14.39680406,16.77032606,-3.25E-06,100.24,0,0,1,0,52851.10584,1499.997,1264.497543,0.843000048,0.15870012,6,0.5,0: Broadleaf,2,TRUE,1677606966,1075.911,1107.882,16.77115,14.39678,1072.583,16.41387,600.3043,99.0698,0.1000074,25.00403,24.97956,999.9,0,0,10022.73,479.9323,426.2662,-31.97074,1094.264,1124.064,2.374379,1107.882,14.39678,1.661516,1.426287,14.54147,12.20001,1499.997,0.8999984,0.1000016,32,29958.03,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-31.794545,-0.516508818,0.195419655,0,2.359825,0.155085929,0.016122009,1,1,2,2-Jan,3.20659,2.73532,0.19074,0.193596,0.0854299,0.076229,26006.8,20512.7,30581.6,27478.2,37917.2,38682.6,46298.9,47087.5,2.14315,1.62388,0.00122935,0,24.973,999.9,44.1,32,21.2553,62.543,27.1354,1,0.234924,2.1536,20.1753,5.24095,11.9081,5.0105,3.29483,1653.3,9300.5,6517,999.9,1.86577,1.86342,1.86671,1.86618,1.86015,1.8631,1.86216,1.86706,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.33,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,198.7,198.7,2.37427,2.44263,1.65283,2.28638,1.55029,2.47437,36.34,23.9474,19,633.271,346.648,22.5095,30.5177,30.0001,30.798,30.9099,47.4779,36.1269,0,22.5069,1123.41,14.4692,106.713,99.0179
soil,16,2941,1677606972,11700.9,20230228 11:56:11,11:56:11,5,1677606969,0.002415201,1112.795,2.41520146,17.01359648,1080.765,880.5034079,87.32053123,107.1807026,0.158209902,3.466476629,0.154305189,0.096783539,238.050305,27.29638746,24.98852,3.177501983,52.29329168,1.663147706,3.180422674,1.514354277,-106.5103844,2.879893042,323.2045122,457.6243259,29.43498176,2.41549225,17.01359648,1130.794097,1103.327333,1.650152381,92.96,2.41520146,14.39629032,16.77016424,-4.93E-05,100.24,0,0,1,0,52835.83535,1500.001,1264.500902,0.843000039,0.158700098,6,0.5,0: Broadleaf,2,TRUE,1677606969,1080.765,1112.795,16.77048,14.39665,1077.437,16.41319,600.2915,99.07118,0.09996511,25.00393,24.98852,999.9,0,0,10019.56,479.9545,426.2613,-32.02802,1099.2,1129.049,2.373831,1112.795,14.39665,1.66147,1.426294,14.54105,12.20009,1500.001,0.8999987,0.1000013,32,29958.08,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-31.8079825,-1.649566604,0.208874225,0,2.366013,0.101597448,0.011606025,1,1,2,2-Jan,3.20643,2.73495,0.191287,0.194151,0.085428,0.0762303,25989.2,20498.6,30581.7,27478.1,37917.5,38682.5,46299.2,47087.4,2.14307,1.62407,0.000968575,0,24.973,999.9,44.1,32,21.2558,62.963,26.2861,1,0.234942,2.15084,20.1751,5.24005,11.9081,5.00935,3.29472,1653.3,9300.5,6517,999.9,1.86578,1.86342,1.86671,1.86623,1.86013,1.8631,1.86216,1.86706,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.33,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,198.7,198.7,2.38281,2.45972,1.65283,2.28638,1.55029,2.31812,36.34,23.9474,19,633.234,346.762,22.5064,30.5177,30.0001,30.7999,30.9099,47.6489,36.1269,0,22.503,1128.42,14.4799,106.713,99.0177
soil,16,2942,1677606975,11703.9,20230228 11:56:14,11:56:14,5,1677606972,0.002410278,1117.877,2.410277875,16.85437529,1085.679,886.5919957,87.92363821,107.667166,0.15790534,3.459663333,0.15400799,0.096597143,238.0500213,27.30242741,24.98678,3.177172344,52.28644946,1.66299751,3.18055161,1.514174834,-106.2932543,3.3256047,323.234227,458.3165987,29.59195843,2.413280262,16.85437529,1136.054264,1108.422364,1.702709957,92.96,2.410277875,14.39717843,16.76630121,-4.30E-05,100.24,0,0,1,0,52688.69886,1499.999,1264.499229,0.843000048,0.15870012,6,0.5,0: Broadleaf,2,TRUE,1677606972,1085.679,1117.877,16.7691,14.39732,1082.35,16.41181,600.261,99.07049,0.09985965,25.00461,24.98678,999.9,0,0,9990.563,479.9266,426.2403,-32.1958,1104.197,1134.206,2.371795,1117.877,14.39732,1.661322,1.426348,14.53968,12.20068,1499.999,0.8999984,0.1000016,32,29958.04,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-31.892,-2.766087805,0.27619668,0,2.37023575,0.036875235,0.005641266,1,1,2,2-Jan,3.20645,2.73502,0.191843,0.194725,0.0854103,0.0762359,25971.3,20484.1,30581.7,27478.4,37918.2,38682.5,46299,47087.6,2.14313,1.62423,0.000651926,0,24.973,999.9,44.1,32,21.256,62.633,26.863,1,0.234939,2.15441,20.1747,5.24065,11.908,5.0086,3.29485,1653.6,9301.9,6517,999.9,1.86577,1.86341,1.86673,1.86624,1.86012,1.8631,1.86215,1.86706,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.33,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,198.8,198.8,2.39136,2.4585,1.65283,2.28638,1.55029,2.46338,36.34,23.9474,19,633.277,346.847,22.5041,30.5177,30.0001,30.8003,30.9099,47.8182,35.8461,0,22.503,1133.43,14.4947,106.713,99.0184
soil,16,2943,1677606978,11706.9,20230228 11:56:17,11:56:17,5,1677606975,0.002406735,1123.049,2.406734526,17.21724648,1090.655,887.4932995,88.01245535,108.1599428,0.157683823,3.457943912,0.153795374,0.096463484,238.049327,27.30562952,24.98442,3.176725296,52.27267698,1.662690308,3.180801911,1.514034987,-106.1369926,4.009994698,323.2803048,459.202634,29.78973527,2.402798043,17.21724648,1141.335843,1113.471576,1.681108225,92.96,2.406734526,14.39781601,16.76417939,-0.00017535,100.24,0,0,1,0,52651.37655,1499.995,1264.495938,0.843000102,0.15870008,6,0.5,0: Broadleaf,2,TRUE,1677606975,1090.655,1123.049,16.76611,14.40479,1087.326,16.40882,600.303,99.06973,0.09998249,25.00593,24.98442,999.9,0,0,9983.313,479.898,426.1695,-32.39371,1109.254,1139.462,2.361333,1123.049,14.40479,1.661013,1.427076,14.53681,12.20844,1499.995,0.8999992,0.10000089,32,29958,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-32.0354425,-2.880174484,0.287719159,0,2.3697135,-0.03796818,0.007863861,1,1,2,2-Jan,3.20662,2.73548,0.192398,0.195248,0.0854107,0.0763909,25953.4,20470.9,30581.6,27478.4,37918.2,38676.4,46299,47088.1,2.1432,1.62405,0.000800937,0,24.973,999.9,44.1,32,21.2574,63.263,27.3197,1,0.234893,2.15516,20.175,5.24065,11.9081,5.0103,3.29472,1653.6,9301.9,6517,999.9,1.86576,1.86342,1.86672,1.86623,1.86013,1.8631,1.86217,1.86707,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.33,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,198.8,198.8,2.3999,2.44507,1.65283,2.28638,1.55029,2.49634,36.34,23.9562,19,633.337,346.756,22.5015,30.5177,30.0001,30.8003,30.9113,47.9935,35.8461,0,22.4973,1138.44,14.5,106.713,99.0191
soil,16,2944,1677606981,11709.9,20230228 11:56:20,11:56:20,5,1677606978,0.002377094,1127.988,2.377093798,17.03494526,1095.636,892.0302426,88.46227706,108.6537774,0.155686729,3.461456608,0.151898623,0.095269309,238.0495262,27.31038742,24.98527,3.176886303,52.27595099,1.662829144,3.180868281,1.514057159,-104.8298365,3.920761162,323.2756959,460.4161468,29.77461404,2.368469144,17.03494526,1146.22341,1118.530303,1.683404329,92.96,2.377093798,14.44099644,16.77579273,0.000172255,100.24,0,0,1,0,52727.05674,1499.997,1264.497519,0.843000032,0.158700002,6,0.5,0: Broadleaf,2,TRUE,1677606978,1095.636,1127.988,16.76753,14.44004,1092.306,16.41023,600.3263,99.06946,0.10013407,25.00628,24.98527,999.9,0,0,9998.312,479.8855,425.9364,-32.35376,1114.32,1144.516,2.327477,1127.988,14.44004,1.661148,1.430566,14.53807,12.24554,1499.997,0.9000001,0.09999994,32,29958.06,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-32.1402125,-2.009517073,0.222007295,0,2.36041275,-0.190368068,0.024455267,1,1,2,2-Jan,3.20655,2.7352,0.192947,0.195774,0.0854584,0.0765785,25935.6,20457.5,30581.5,27478.4,37916.1,38668.4,46298.8,47088,2.14305,1.62415,0.000726432,0,24.973,999.9,44.1,32,21.2546,62.963,26.3702,1,0.23499,2.16086,20.1748,5.2408,11.9081,5.01055,3.29478,1653.6,9301.9,6517,999.9,1.86572,1.86342,1.86672,1.86621,1.86014,1.8631,1.86217,1.86707,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.33,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,198.9,198.9,2.40845,2.4585,1.65283,2.28638,1.55029,2.34741,36.34,23.9474,19,633.218,346.82,22.4984,30.5177,30.0002,30.8003,30.9124,48.1653,35.8461,0,22.4973,1143.46,14.496,106.712,99.0189
soil,16,2945,1677606984,11712.9,20230228 11:56:23,11:56:23,5,1677606981,0.002379817,1132.886,2.379817181,17.05789069,1100.585,896.975097,88.95245901,109.1443257,0.155988298,3.46351729,0.152187899,0.095451176,238.0502936,27.30780336,24.98485,3.176806745,52.31196963,1.663907394,3.180739334,1.512899351,-104.9499377,3.874546741,323.2706097,460.2455124,29.74249863,2.338697936,17.05789069,1151.304628,1123.572,1.685619048,92.96,2.379817181,14.48676554,16.7905897,0.005232,100.24,0,0,1,0,52771.63089,1500.002,1264.501595,0.842999939,0.158699984,6,0.5,0: Broadleaf,2,TRUE,1677606981,1100.585,1132.886,16.77844,14.48008,1097.255,16.42115,600.2867,99.06936,0.10001417,25.0056,24.98485,999.9,0,0,10007.112,479.8625,425.6411,-32.30172,1119.366,1149.532,2.298341,1132.886,14.48008,1.662228,1.434532,14.54813,12.28767,1500.002,0.9,0.09999993,32,29958.09,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-32.213975,-1.514969606,0.188392975,0,2.3485105,-0.303398049,0.033130216,1,1,2,2-Jan,3.20645,2.73526,0.193497,0.196326,0.0855134,0.0766063,25918.2,20443,30581.8,27477.8,37914.2,38666.7,46299.3,47087.2,2.14327,1.62407,0.00057742,0,24.973,999.9,44.1,32,21.2555,63.083,26.5104,1,0.234919,2.16736,20.1749,5.24035,11.9081,5.01035,3.29478,1653.6,9301.9,6517,999.9,1.86571,1.86342,1.8667,1.8662,1.86014,1.8631,1.86215,1.86706,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.33,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,198.9,198.9,2.41821,2.46094,1.65283,2.28638,1.55029,2.42554,36.34,23.9562,19,633.396,346.778,22.4953,30.518,30.0001,30.8003,30.9124,48.3375,35.8461,0,22.4912,1148.48,14.4929,106.713,99.0171
soil,16,2946,1677606987,11715.9,20230228 11:56:26,11:56:26,5,1677606984,0.00236081,1137.925,2.360810335,17.18755438,1105.532,899.1944652,89.1727797,109.6351961,0.154847106,3.462496986,0.151100316,0.09476678,238.050321,27.31296877,24.98504,3.176842735,52.35266483,1.665230592,3.180794326,1.511612143,-104.1117358,3.892072367,323.2726548,461.1033123,29.8232787,2.338900038,17.18755438,1156.468402,1128.621333,1.682895238,92.96,2.360810335,14.49404507,16.80010364,0.002089333,100.24,0,0,1,0,52749.5713,1500.002,1264.501816,0.843000087,0.158700002,6,0.5,0: Broadleaf,2,TRUE,1677606984,1105.532,1137.925,16.79174,14.49325,1102.202,16.43445,600.2965,99.06959,0.10003699,25.00589,24.98504,999.9,0,0,10002.736,479.8461,425.8529,-32.39258,1124.412,1154.659,2.298489,1137.925,14.49325,1.663552,1.43584,14.56044,12.30153,1500.002,0.9000003,0.09999981,32,29958.08,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-32.2842075,-1.272154221,0.170636947,0,2.33760125,-0.328411069,0.034656762,1,1,2,2-Jan,3.20658,2.73517,0.19405,0.196867,0.0855474,0.0766146,25900.2,20429,30581.6,27477.6,37912.6,38665.9,46299,47086.6,2.14322,1.62415,0.00102445,0,24.973,999.9,44.1,32,21.2554,63.143,27.3037,1,0.235112,2.16821,20.1749,5.24095,11.9081,5.01045,3.29488,1653.8,9303.3,6517,999.9,1.86573,1.86345,1.8667,1.8662,1.86015,1.8631,1.86213,1.86706,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.33,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,199,199,2.42676,2.44507,1.65283,2.28638,1.55029,2.51953,36.34,23.9562,19,633.357,346.82,22.4914,30.52,30.0002,30.8003,30.9124,48.5139,35.8461,0,22.4853,1153.5,14.4941,106.713,99.0161
soil,16,2947,1677606990,11718.9,20230228 11:56:29,11:56:29,5,1677606987,0.002353947,1142.932,2.353947448,17.06062757,1110.493,904.8973562,89.73934617,110.1284196,0.154438243,3.457613553,0.150705829,0.094518973,238.0498802,27.31828738,24.98748,3.177304954,52.37888056,1.666134983,3.180928964,1.511169971,-103.8090824,3.564099199,323.2551443,461.0600413,29.85070593,2.345332865,17.06062757,1161.478383,1133.695212,1.693369697,92.96,2.353947448,14.49588862,16.80493697,0.000627429,100.24,0,0,1,0,52644.15666,1499.999,1264.499617,0.843000307,0.158700026,6,0.5,0: Broadleaf,2,TRUE,1677606987,1110.493,1142.932,16.80067,14.49589,1107.163,16.4434,600.2993,99.07067,0.10007633,25.0066,24.98748,999.9,0,0,9981.811,479.8755,426.4294,-32.43815,1129.47,1159.744,2.304798,1142.932,14.49589,1.664456,1.436118,14.56884,12.30446,1499.999,0.9000008,0.09999958,32,29958.06,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-32.3474675,-0.774305066,0.132821018,0,2.32751325,-0.286380901,0.032326717,1,1,2,2-Jan,3.20653,2.73516,0.194604,0.197422,0.0855639,0.076621,25882.4,20414.7,30581.7,27477.4,37911.9,38665.6,46299,47086.5,2.14307,1.6243,0.00104308,0,24.973,999.9,44.1,32,21.2568,63.083,26.7468,1,0.235076,2.17726,20.1749,5.24065,11.9081,5.0106,3.29485,1653.8,9303.3,6517,999.9,1.86571,1.86341,1.86667,1.86618,1.86012,1.8631,1.86212,1.86705,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.33,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,199,199,2.43408,2.45117,1.65283,2.28638,1.55029,2.39258,36.34,23.9474,19,633.24,346.905,22.4879,30.5204,30.0001,30.8006,30.9124,48.6806,35.8461,0,22.4853,1158.58,14.4959,106.713,99.0156
soil,16,2948,1677606993,11721.9,20230228 11:56:32,11:56:32,5,1677606990,0.002349846,1148.025,2.34984571,17.0245206,1115.5,909.8575659,90.23183305,110.6256776,0.154170319,3.458214838,0.150451306,0.094358733,238.0492003,27.31718625,24.98926,3.177642183,52.39693471,1.666549305,3.180623665,1.511092878,-103.6281958,2.932689848,323.2114676,460.5651619,29.92119734,2.348032592,17.0245206,1166.794057,1138.862485,1.723130736,92.96,2.34984571,14.49734661,16.8055103,0.000164267,100.24,0,0,1,0,52657.41679,1499.995,1264.49611,0.843000217,0.158699996,6,0.5,0: Broadleaf,2,TRUE,1677606990,1115.5,1148.025,16.80474,14.49726,1112.17,16.44747,600.2846,99.07128,0.1001029,25.00499,24.98926,999.9,0,0,9984.311,479.9094,426.7017,-32.52472,1134.569,1164.914,2.30748,1148.025,14.49726,1.664866,1.436264,14.57265,12.306,1499.995,0.9000009,0.09999938,32,29958.02,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-32.4063561,-0.651591638,0.114637424,0,2.320671951,-0.216063763,0.028515821,1,1,2,2-Jan,3.20652,2.73523,0.195159,0.197965,0.0855618,0.0766251,25864.6,20400.8,30581.7,27477.3,37912,38665.1,46298.9,47086.2,2.14313,1.62423,0.00119209,0,24.973,999.9,44.1,32,21.2555,62.903,26.238,1,0.235043,2.17561,20.1749,5.24005,11.9081,5.0103,3.2948,1653.8,9303.3,6517,999.9,1.86574,1.86343,1.8667,1.86618,1.86011,1.8631,1.86213,1.86705,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.33,0.3572,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,199.1,199.1,2.44385,2.45605,1.65283,2.28638,1.55029,2.37183,36.34,23.9474,19,633.301,346.867,22.4841,30.5204,30.0001,30.8025,30.9133,48.8556,35.8461,0,22.4797,1163.59,14.5014,106.713,99.0151
soil,16,2949,1677606996,11724.9,20230228 11:56:35,11:56:35,5,1677606993,0.002344698,1153.1,2.344698271,17.35777553,1120.524,910.7966481,90.32450609,111.1233524,0.153764795,3.463012538,0.150070061,0.094118351,238.049443,27.31439132,24.99207,3.178174614,52.40054125,1.666573599,3.180451116,1.511601016,-103.4011937,2.242242163,323.1662114,460.0567028,29.96176051,2.347175069,17.35777553,1171.806484,1143.880788,1.667620779,92.96,2.344698271,14.49873168,16.80319273,-4.21E-05,100.24,0,0,1,0,52761.0424,1499.997,1264.497509,0.843000025,0.158699946,6,0.5,0: Broadleaf,2,TRUE,1677606993,1120.524,1153.1,16.80507,14.49846,1117.194,16.44778,600.2915,99.07087,0.10001109,25.00408,24.99207,999.9,0,0,10004.806,479.8881,426.7445,-32.57735,1139.677,1170.065,2.306614,1153.1,14.49846,1.664891,1.436375,14.57289,12.30718,1499.997,0.9000009,0.09999916,32,29958.07,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-32.4353225,-0.698175985,0.112941238,0,2.311398,-0.105610582,0.019985687,1,1,2,2-Jan,3.20646,2.7352,0.195705,0.198501,0.0855527,0.0766256,25846.9,20387.1,30581.5,27477.2,37912.2,38664.9,46298.6,47085.9,2.1431,1.62427,0.00149012,0,24.973,999.9,44.1,32,21.2583,62.843,27.2155,1,0.235107,2.17907,20.1751,5.23975,11.908,5.0104,3.29472,1654,9304.6,6517,999.9,1.86574,1.86341,1.86671,1.8662,1.86011,1.8631,1.86214,1.86705,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.32,0.3572,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,199.1,199.1,2.45239,2.45117,1.65283,2.28638,1.55029,2.48657,36.34,23.9562,19,633.286,346.907,22.4806,30.5204,30.0002,30.8029,30.915,49.0259,35.8461,0,22.4797,1168.61,14.5062,106.712,99.0146
soil,16,2950,1677606999,11727.9,20230228 11:56:38,11:56:38,5,1677606996,0.002339934,1158.105,2.339933697,17.20717863,1125.512,916.7231552,90.91239195,111.6181996,0.153331093,3.462591553,0.149656469,0.093858109,238.0499113,27.31743352,24.99656,3.179025529,52.38758446,1.666329393,3.18077157,1.512696136,-103.191076,1.719278922,323.1395538,459.7176679,29.97118001,2.344113915,17.20717863,1176.949028,1148.979455,1.699487446,92.96,2.339933697,14.49901549,16.7995103,-0.000155167,100.24,0,0,1,0,52751.66389,1500,1264.500046,0.843000031,0.158699941,6,0.5,0: Broadleaf,2,TRUE,1677606996,1125.512,1158.105,16.80258,14.49902,1122.184,16.44529,600.3039,99.07102,0.10002355,25.00577,24.99656,999.9,0,0,10002.995,479.8691,426.7715,-32.59261,1144.747,1175.143,2.303567,1158.105,14.49902,1.664648,1.436432,14.57064,12.30779,1500,0.900001,0.09999907,32,29958.11,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-32.456895,-1.190805253,0.128112259,0,2.3036485,0.013533433,0.006810176,1,1,2,2-Jan,3.20658,2.73525,0.196256,0.199052,0.0855405,0.076626,25829,20373.1,30581.3,27477.3,37912.6,38665.1,46298.5,47086.1,2.14328,1.6243,0.00143424,0,24.973,999.9,44.1,32,21.2554,62.963,27.0473,1,0.23516,2.17922,20.1753,5.24005,11.908,5.0105,3.29475,1654,9304.6,6517,999.9,1.86574,1.86341,1.86672,1.86623,1.86012,1.8631,1.86214,1.86706,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.33,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,199.2,199.2,2.46094,2.44263,1.65283,2.28638,1.55029,2.44751,36.34,23.9474,19,633.425,346.922,22.4776,30.5204,30.0002,30.8029,30.915,49.189,35.8461,0,22.4752,1173.62,14.5145,106.712,99.015
